customer_id,churn_probability,first_name,last_name,email,region,customer_segment,risk_level,recommended_action
c17a601e-5bdb-442c-ae26-714de1026984,0.8276,Selime,Arsoy,ulkum88@example.net,Marmara,Risk,Kritik,Acil müşteri temsilcisi araması
f64b064d-3888-4e41-bf82-dd659027b6fe,0.8269,Akgöl,Sezgin,egulen@example.net,Marmara,Risk,Kritik,Acil müşteri temsilcisi araması
6497343a-b02f-434c-be71-d93dfbfb72d8,0.8265,Cenan,Çamurcuoğlu,ovun02@example.com,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
95ef276c-9b7a-433b-9366-bd172e338c09,0.8255,Tezol,Bilge,inonuustun@example.org,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
5a1d8097-2ace-494f-a412-f64504a85a2a,0.825,Yekda,Alemdar,satrettin87@example.com,İç Anadolu,Yeni,Kritik,Acil müşteri temsilcisi araması
63f60ca2-fac0-4399-af6e-114362134e02,0.825,Göknur,Arsoy,sukufe01@example.com,Güneydoğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
f77039ed-933c-4853-862b-c6aefc5d2cb9,0.8244,Hayel,Yorulmaz,tarhanergun@example.com,Marmara,Yeni,Kritik,Acil müşteri temsilcisi araması
ec55647c-ce9f-43a7-ae95-1545fd9725ff,0.8241,Ünübol,Sezer,yadigar86@example.net,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
eaf63696-fc59-4fa8-935b-f0720fa9c974,0.824,Şefi,Durdu,baslan@example.net,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
e91d833c-3b25-4cd7-b6c0-ea7a67d2b527,0.8221,Tolonbay,Şener,sadeti47@example.com,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
24f1b047-1bda-4e83-bf88-288da88b85e6,0.8219,Samahat,Erdoğan,hgulen@example.com,Doğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
4050fe18-3bbb-40b5-871e-c5f02a9888e6,0.8214,Sancak,Mansız,cakgunduz@example.com,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
a697c9b9-9bde-4572-8d97-ca1e94d44a4e,0.8212,Gencaslan,Yaman,kinel12@example.net,Marmara,Risk,Kritik,Acil müşteri temsilcisi araması
3f2d59ac-7190-42c4-9b18-4c0d329c5cea,0.8209,Maynur,Eraslan,suvari46@example.net,Güneydoğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
761b74ee-d349-49cb-a551-dd50255bb9d0,0.8208,Uğur,Akdeniz,zorlufehmiye@example.com,Ege,Risk,Kritik,Acil müşteri temsilcisi araması
9a839be4-02af-4bd4-9ed1-06edad234558,0.8207,Cüneyit,Arsoy,inonusoyselcuk@example.net,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
138d88e2-f65d-443e-960d-da2fb950f0d9,0.8206,Benek,Akçay,buhari86@example.net,Ege,Risk,Kritik,Acil müşteri temsilcisi araması
100678ab-edbd-47de-b6c9-954b7997edfa,0.8203,Kutun,Ertaş,cetintukelalp@example.com,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
59b75b54-68fd-49b9-9851-d71726b6fede,0.8202,Barışcan,Akdeniz,hayriogluemine@example.net,Karadeniz,Risk,Kritik,Acil müşteri temsilcisi araması
40f846dc-2bcf-43e5-8d3c-6d9d90e5f90d,0.8202,Meşhur,Durdu,muveddet95@example.com,Doğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
c27852f5-2907-460e-8093-9f81dfa939a7,0.8189,Gürten,Fırat,akdenizserma@example.com,Doğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
e3270efa-b592-441c-8c15-5f46cde12933,0.818,Salurbay,Bilge,kanakyildirim@example.net,Ege,Risk,Kritik,Acil müşteri temsilcisi araması
6f5446a6-727c-4c70-9409-fa195ece025f,0.8178,Arziye,Hayrioğlu,kasim10@example.org,Karadeniz,Risk,Kritik,Acil müşteri temsilcisi araması
facf8b5f-ca24-424d-966d-3c6efc2301fa,0.8172,Siti,Şama,asezer@example.org,Ege,Risk,Kritik,Acil müşteri temsilcisi araması
b83754f1-4a99-4695-915d-f3f2b388a01b,0.817,Cavit,Bilgin,isener@example.net,Karadeniz,Risk,Kritik,Acil müşteri temsilcisi araması
0640bcb5-178b-4b91-85e0-63d39bc32915,0.8166,Azize,Sakarya,mansiztagangul@example.com,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
4ae2f566-6787-4b4d-a7e5-5ffa8183d901,0.8163,Zümre,Ülker,simberdumanli@example.org,Marmara,Risk,Kritik,Acil müşteri temsilcisi araması
e0da18c4-ffc3-4415-900f-c6da8982df06,0.8161,Nurhayet,Tevetoğlu,ryorulmaz@example.org,Marmara,Risk,Kritik,Acil müşteri temsilcisi araması
827f1d29-db42-416d-ad37-2358bb3327e8,0.815,Gülağa,Tarhan,yaltirak53@example.net,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
4af33632-dbd4-44cd-81e5-cdc786c32e01,0.815,Korkmazalp,Tarhan,zenginulutay@example.net,Güneydoğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
411dc085-cdfd-466e-800e-ec1013128143,0.8142,Önsal,Akdeniz,tule32@example.org,Ege,Risk,Kritik,Acil müşteri temsilcisi araması
d13da36f-cd4c-415b-87c9-781950be0574,0.814,İlkbahar,Yılmaz,coskun47@example.net,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
1edaf813-ab72-4b9e-bd10-2d97ae1bb683,0.8137,Sözer,Aslan,zoralbilge@example.com,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
5ea5c3d5-2c24-42a5-9fcc-a715b7487006,0.8132,Karanbay,Hayrioğlu,mancoayvas@example.net,Doğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
efba88e1-1930-4592-8fc5-f2e415e1feba,0.8129,Sezen,Tarhan,tercancetin@example.net,Ege,Risk,Kritik,Acil müşteri temsilcisi araması
74a74c65-233f-4341-8550-9f4bf1df98d3,0.8126,Binay,Demirel,nafile01@example.org,Doğu Anadolu,Yeni,Kritik,Acil müşteri temsilcisi araması
d29fa32a-cd12-41fe-b2cc-6767cddfba86,0.8123,Balca,Hayrioğlu,erdoganurper@example.com,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
30d78812-07a6-4fea-bc95-f1e608109781,0.8114,Anka,Zorlu,akisakurek@example.com,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
6561850d-8531-4945-848d-9d70cc0f2fcd,0.8111,Hatin,Eraslan,batirhan27@example.org,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
56674781-a7d0-44d9-838b-1b2ebf97592b,0.8107,İvecen,Yüksel,sakaryakoray@example.net,Doğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
36ebaa83-07cf-4f08-ab90-2b88e7a12164,0.8103,Üstün,Çamurcuoğlu,bilginur01@example.com,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
2e65b649-322d-4703-8a0c-abe2199af70b,0.8093,İntihap,Dumanlı,bediocalan@example.org,Doğu Anadolu,Yeni,Kritik,Acil müşteri temsilcisi araması
7d20d587-7eef-4968-9cf5-00672d327ec7,0.8079,Emiş,Eraslan,jgulen@example.org,Doğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
361944ed-cc94-404a-95e3-e3d77384c469,0.8072,Cemiyle,Ertaş,duransuphi@example.org,Doğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
66f1b71e-293b-4986-b6b8-4199bda8d5ed,0.8072,Gücal,Zorlu,,Marmara,Risk,Kritik,Acil müşteri temsilcisi araması
6a8d89e2-b903-48b7-9863-ffbdecb6386b,0.8054,Fehim,Alemdar,turkalparslan@example.net,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
87e98939-5846-4196-97b5-1907664d7b9f,0.8053,Erksoy,Türk,demirokfirat@example.org,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
7dd37b8f-38d8-40d5-9a43-a4b262548d2f,0.8044,Arcan,Ergül,kenterarsoy@example.net,Marmara,Risk,Kritik,Acil müşteri temsilcisi araması
1d1191f8-37f7-47ba-a078-2e3a07f9b8fc,0.8042,Merim,İhsanoğlu,akalan47@example.org,Ege,Risk,Kritik,Acil müşteri temsilcisi araması
f9b48626-e75d-4cec-889c-b22308a09d80,0.8033,Delil,Durmuş,akboga77@example.org,Güneydoğu Anadolu,Yeni,Kritik,Acil müşteri temsilcisi araması
4d168976-8db0-46f6-a7ce-61508b301399,0.803,Ulu,Şafak,obilir@example.org,Akdeniz,Yeni,Kritik,Acil müşteri temsilcisi araması
bc3dadf2-fb2f-4c21-8da1-1b714f144b79,0.8028,Yıldır,Şener,yadigar06@example.net,Güneydoğu Anadolu,Yeni,Kritik,Acil müşteri temsilcisi araması
380e418a-91a0-4e84-80d0-db0277a3e874,0.8024,Karlukhan,İnönü,mukraminkisakurek@example.net,Doğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
e14ec9f2-1715-47dc-98d8-2d44779a791d,0.8023,Ümmet,Akar,akcayalgis@example.com,Ege,Risk,Kritik,Acil müşteri temsilcisi araması
fee3879f-6c35-4ccf-99f7-86df70f03027,0.8021,Behiza,Çamurcuoğlu,bilgeerbay@example.net,Ege,Risk,Kritik,Acil müşteri temsilcisi araması
6c55c44a-3a1b-4bfa-be98-52613aac54cb,0.8019,Hanim,Zengin,vaysal00@example.com,Marmara,Risk,Kritik,Acil müşteri temsilcisi araması
e8914626-0972-47d0-8e88-7b8d58cf3a92,0.8017,Utkucan,Duran,akcaozdogdu@example.com,İç Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
074944a6-e5b1-44d5-9d4e-c934c301bc25,0.8013,Tanses,Akçay,gokcecetin@example.net,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
056bb6cd-0b8b-4bef-b2eb-bc40f88412cd,0.8013,Nazlihan,Türk,akcaysirivan@example.com,Akdeniz,Risk,Kritik,Acil müşteri temsilcisi araması
2df78b77-01f3-4431-822f-0899a88be897,0.8001,Zilfa,Dumanlı,hancercanfeza@example.org,Güneydoğu Anadolu,Risk,Kritik,Acil müşteri temsilcisi araması
f0d17726-8c02-43a5-9022-21d043bec252,0.7998,Gülüs,Çetin,huryasarsezgin@example.com,Akdeniz,Risk,Yüksek,Win-back kampanyası başlat
19de46b1-b2ba-439c-852e-4a2ac2e1ae39,0.799,Benol,Eraslan,bilginhanbiken@example.net,Ege,Risk,Yüksek,Win-back kampanyası başlat
fe52aa56-6b6b-4437-bed6-ceb15bc37632,0.7989,Müret,Yüksel,byilmaz@example.org,Marmara,Risk,Yüksek,Win-back kampanyası başlat
5ce9a823-acb3-43a4-b3fd-66c3ba0656b4,0.7987,Çopur,Gül,cindoruk20@example.org,Marmara,Yeni,Yüksek,Win-back kampanyası başlat
108e47b6-182e-459f-881e-e30a2c814e74,0.7986,Ergener,Durdu,inonueris@example.com,Güneydoğu Anadolu,Risk,Yüksek,Win-back kampanyası başlat
41ac0501-b60a-4f99-9b76-5e4ec2e760ee,0.7972,Asım,İhsanoğlu,corluovun@example.org,İç Anadolu,Yeni,Yüksek,Win-back kampanyası başlat
250da881-21bb-47eb-a187-e364c98d9d9c,0.797,Seçme,Türk,altug13@example.net,Doğu Anadolu,Normal,Yüksek,Win-back kampanyası başlat
3ff090f7-ff0f-4f5e-8d6f-25f8e4b40ee6,0.7967,Metinkaya,Erdoğan,corlugulzadiye@example.com,Ege,Risk,Yüksek,Win-back kampanyası başlat
fd19ef34-bcae-41cb-b4c1-4fea1f96f523,0.7966,Cannur,Türk,ulakbey79@example.net,Ege,Risk,Yüksek,Win-back kampanyası başlat
658b0bd7-8d71-4f8a-a9d7-8581180b3780,0.796,Kınel,Bilgin,demirelramadan@example.org,İç Anadolu,Risk,Yüksek,Win-back kampanyası başlat
328d31f5-c934-4428-b3aa-7928c2e65bab,0.7951,Odkanlı,Şama,erenalp07@example.org,Ege,Risk,Yüksek,Win-back kampanyası başlat
18aac676-795b-49cf-a7c5-ed5802aec1b1,0.7947,Alkor,Demirel,akcayserda@example.net,Marmara,Risk,Yüksek,Win-back kampanyası başlat
d3b43236-9506-401a-9557-d0c415ec051a,0.7942,Muhammet,Korutürk,,İç Anadolu,Risk,Yüksek,Win-back kampanyası başlat
21b45c83-5f17-4cb5-900c-8d0567b4a9aa,0.7939,İzel,Seven,ozger62@example.net,Doğu Anadolu,Risk,Yüksek,Win-back kampanyası başlat
06a8e37b-1a00-427c-acce-8863a3fb4c90,0.7937,Sefer,Aksu,yagin79@example.com,Doğu Anadolu,Risk,Yüksek,Win-back kampanyası başlat
4809ce98-eef7-4a70-a3ea-f0df2142d298,0.7928,Bilgütay,Akçay,abuzardumanli@example.org,Akdeniz,Yeni,Yüksek,Win-back kampanyası başlat
4f6f3f51-a05b-41f0-a509-c854c43019ce,0.7925,Yaşattin,Demirel,cerciyuksel@example.org,Karadeniz,Risk,Yüksek,Win-back kampanyası başlat
0e7808c9-9a7a-40e3-a5b4-9adb0b05c7e8,0.7921,Akınal,Şama,guldam47@example.com,İç Anadolu,Risk,Yüksek,Win-back kampanyası başlat
379a69f6-bb86-49d7-b2bb-ff9f8158dd6a,0.7916,Goncafer,Ülker,perendemir@example.org,Marmara,Risk,Yüksek,Win-back kampanyası başlat
3a3c21bc-a15d-4886-89fe-989280b9d7db,0.7913,Fatih,Duran,terlan17@example.net,Güneydoğu Anadolu,Yeni,Yüksek,Win-back kampanyası başlat
74926c7b-b302-484a-96c1-0d1d3a303569,0.791,Talayer,Aksu,ozbilgekoruturk@example.org,Akdeniz,Risk,Yüksek,Win-back kampanyası başlat
09f0c79a-3e42-4ac2-a4bd-e25b1ad8a9df,0.7906,Dalkılıç,Bilir,samihaguclu@example.net,Doğu Anadolu,Risk,Yüksek,Win-back kampanyası başlat
b72d19f1-4036-415c-9854-3a48a1aef6d0,0.7896,Öncel,Karadeniz,toyyilmaz@example.net,Karadeniz,Risk,Yüksek,Win-back kampanyası başlat
a4f8eb58-7625-4c90-a51b-4a44969ce2b1,0.7894,Akar,Yılmaz,annakcamurcuoglu@example.org,Marmara,Risk,Yüksek,Win-back kampanyası başlat
e306b595-56ac-4fba-8b45-1230eb209f63,0.789,Yümun,Sezer,fazul92@example.com,Akdeniz,Yeni,Yüksek,Win-back kampanyası başlat
9d1274f1-7275-4758-bff2-6c94c83c6d56,0.7887,Cebesoy,Zorlu,csezer@example.org,Güneydoğu Anadolu,Risk,Yüksek,Win-back kampanyası başlat
aeb6f7af-8614-4c64-9194-e763ba8351ad,0.7885,Gençay,Seven,yilmazneval@example.org,İç Anadolu,Risk,Yüksek,Win-back kampanyası başlat
e9867dc0-dc53-4612-831e-d027c3ef1133,0.7884,Piran,Yılmaz,xakca@example.com,Ege,Risk,Yüksek,Win-back kampanyası başlat
234451d3-4299-450a-b6d5-2e9c6fda3751,0.7884,Öncel,Güçlü,nakip73@example.com,Doğu Anadolu,Yeni,Yüksek,Win-back kampanyası başlat
c172dfe4-ee44-4683-a637-ea352f2719f4,0.7873,Danış,Dumanlı,rahmet55@example.net,İç Anadolu,Risk,Yüksek,Win-back kampanyası başlat
e190e17e-9832-43d4-804b-85a1a187f55a,0.7872,Bali,Kısakürek,hafiza23@example.net,Marmara,Yeni,Yüksek,Win-back kampanyası başlat
ccbfa10b-738a-4c9b-a843-bfedfd305fd8,0.787,Öncel,Zorlu,akarhalenur@example.org,Ege,Risk,Yüksek,Win-back kampanyası başlat
1c4afd43-6b45-42d9-bac8-26169627b5e4,0.7867,Mehmed,Erdoğan,gucalguclu@example.com,İç Anadolu,Yeni,Yüksek,Win-back kampanyası başlat
32db3136-5f2c-46e9-abd6-6baea0418db2,0.7859,Binay,İnönü,okturemistarhan@example.net,Karadeniz,Risk,Yüksek,Win-back kampanyası başlat
7b3db66c-b58f-4784-a49c-eafbd6683667,0.7858,Emiş,Yıldırım,xaksu@example.com,Ege,Risk,Yüksek,Win-back kampanyası başlat
e168cb87-6468-4c5a-abd4-dd032e6d87f3,0.7854,Naz,Arslan,serman49@example.org,İç Anadolu,Yeni,Yüksek,Win-back kampanyası başlat
f636acf4-8b3c-4030-848a-5f00ae382265,0.784,Yağızkurt,Hançer,corlutumer@example.com,Ege,Risk,Yüksek,Win-back kampanyası başlat
62a93a5f-9347-48b7-b393-49d6d6c9a324,0.7839,Zerafet,Aslan,ihsanoglugonen@example.net,Güneydoğu Anadolu,Risk,Yüksek,Win-back kampanyası başlat
4e70e94b-04f5-4243-b4d2-83bd6b570579,0.7836,Süheyda,Bilge,soyluyurtseven@example.net,Marmara,Risk,Yüksek,Win-back kampanyası başlat
13b7a8c8-dabc-42e3-90b0-036f4268e987,0.7834,Ulutay,Ülker,nurasakarya@example.com,Karadeniz,Risk,Yüksek,Win-back kampanyası başlat
a0379bed-a233-464d-a7b7-371aa7459f74,0.7829,Nilcan,Akçay,ensari77@example.org,Akdeniz,Risk,Yüksek,Win-back kampanyası başlat
66c6b965-347f-41b9-8c06-e4fb9fe282c1,0.7828,Abdurrahman,Akar,gundenseven@example.org,Marmara,Yeni,Yüksek,Win-back kampanyası başlat
9284cba9-fd3e-4757-8bbe-d224bdbdbbbb,0.7816,Dündaralp,Demir,basay11@example.net,Marmara,Yeni,Yüksek,Win-back kampanyası başlat
03380f5b-3fda-4ba0-8540-4975033cf71c,0.7808,Baturay,Tevetoğlu,sakaryacaga@example.net,Doğu Anadolu,Yeni,Yüksek,Win-back kampanyası başlat
4ca39f2e-adac-4646-a192-821ee318ee49,0.7805,Terlan,Tevetoğlu,narhanimcorlu@example.com,Ege,Risk,Yüksek,Win-back kampanyası başlat
8cbc56df-8a94-4e28-9404-32f61420981d,0.7804,Abdulkadir,Sezer,orfiye69@example.net,Marmara,Risk,Yüksek,Win-back kampanyası başlat
0a52eea0-bf8f-4ce1-b86e-b1bcdf70857f,0.7802,Nafile,Soylu,akcaferhan@example.com,Akdeniz,Yeni,Yüksek,Win-back kampanyası başlat
ba4aa6e8-924c-4ee5-b1b1-d72e4f3f4703,0.7798,Kerman,Bilge,berensafak@example.com,Doğu Anadolu,Yeni,Yüksek,Win-back kampanyası başlat
279f7a8f-7ac4-42a4-8343-632ed4c4b384,0.7798,Umman,Gül,mehrigulaslan@example.com,Akdeniz,Yeni,Yüksek,Win-back kampanyası başlat
4262c395-18c7-4eed-8e2e-de12980efb1d,0.7797,Züheyla,Ülker,zekayi50@example.com,Doğu Anadolu,Yeni,Yüksek,Win-back kampanyası başlat
2883ecb1-e680-4793-b630-e7bc1da2fdf7,0.7797,Zubeyde,Çetin,durmusersat@example.org,Ege,Risk,Yüksek,Win-back kampanyası başlat
